document_id,main_category,sub_category
09712,astro-ph,HE
02916,cs,CL
09998,cond-mat,str-el
01249,cs,IT
02313,math,PR
07899,cs,RO
09672,cs,CV
05950,cs,AI
09028,cs,LG
01037,quant-ph,
07202,astro-ph,EP
02923,math,GT
02522,physics,acc-ph
05439,cond-mat,str-el
07140,cs,MA
09289,cs,SY
00522,cs,NI
07878,physics,app-ph
04344,astro-ph,CO
06907,cond-mat,mtrl-sci
08991,cs,CL
09657,math,NA
03025,quant-ph,
03013,math,OC
08385,physics,bio-ph
07176,math,NT
04467,astro-ph,GA
02908,cs,GT
03851,cs,LG
01185,cs,SY
03573,math,AP
07991,math,DG
04827,math,AC
08618,cs,DC
04839,astro-ph,IM
10596,astro-ph,IM
04792,cond-mat,quant-gas
04349,quant-ph,
02901,cs,LG
05767,q-bio,QM
03110,hep-lat,
08894,quant-ph,
10049,physics,plasm-ph
04953,cs,IT
09921,math,CA
01697,stat,AP
09238,cs,SY
08264,astro-ph,GA
06015,astro-ph,IM
07144,math,AP
03242,cond-mat,mes-hall
01508,astro-ph,GA
10606,math,SP
06203,physics,flu-dyn
00827,math,AG
01192,astro-ph,GA
02054,cs,CL
08940,nucl-ex,
01838,math,NA
01147,gr-qc,
09483,math,NA
03541,astro-ph,HE
00189,astro-ph,SR
08616,cs,CV
09668,nucl-ex,
01657,cs,AI
01075,cs,CV
04016,cs,LG
06026,math,GT
07741,cs,CR
02825,physics,acc-ph
04072,math,OC
01208,math,OC
06575,econ,EM
06884,math,FA
08444,cs,OH
08718,cs,LO
08848,math,NT
08306,math,DG
04181,physics,comp-ph
06488,math,CT
04628,gr-qc,
00787,cs,RO
07050,astro-ph,SR
04787,cond-mat,mes-hall
00924,cs,IT
09497,physics,app-ph
08953,math,RT
01007,math,ST
05868,cs,DC
00844,nucl-th,
05977,math,NA
10333,physics,app-ph
08801,cs,IT
01058,cs,LG
06194,quant-ph,
00833,physics,app-ph
08170,cs,IT
05099,cond-mat,supr-con
10409,cond-mat,mtrl-sci
04723,cs,DC
10589,astro-ph,SR
08511,cond-mat,mtrl-sci
10305,math,DG
08393,quant-ph,
05047,cs,CY
09686,astro-ph,GA
09106,quant-ph,
06280,math,NA
08059,cs,IT
10583,q-fin,ST
01443,cs,CV
02712,physics,flu-dyn
10323,cs,DB
09546,cs,CY
00184,cs,HC
09926,astro-ph,SR
05702,math,DG
09667,stat,ML
00144,math-ph,
04296,math,QA
03820,astro-ph,EP
01295,astro-ph,SR
05456,astro-ph,EP
04724,cond-mat,dis-nn
06195,astro-ph,GA
02450,physics,optics
10365,cs,CV
04654,cs,CV
01240,math,NT
01124,hep-ph,
01243,stat,CO
08642,astro-ph,SR
00880,cs,CV
03531,astro-ph,HE
02097,math,AP
02292,cs,CG
01471,physics,hist-ph
07914,physics,med-ph
01329,math,GR
03660,astro-ph,GA
09635,math-ph,
07840,gr-qc,
09707,cond-mat,dis-nn
01306,nucl-ex,
07276,math,DG
05606,cs,CV
02470,eess,SP
08141,astro-ph,GA
05893,math,HO
08339,math,DG
08318,astro-ph,SR
09421,astro-ph,IM
08270,cs,IT
02356,cs,CG
09390,cs,LG
08316,hep-th,
06873,physics,optics
06381,astro-ph,CO
02627,hep-ph,
01595,physics,optics
06675,nucl-th,
09330,cond-mat,mtrl-sci
00637,nucl-th,
06375,stat,ME
04420,cs,IT
05253,math,PR
02288,physics,chem-ph
02061,cs,IT
05447,hep-ph,
09721,hep-ph,
06380,math,DG
10072,math,NT
07538,cond-mat,mes-hall
07932,astro-ph,SR
09846,cs,IT
03480,math,AT
00982,q-bio,PE
08579,gr-qc,
06417,hep-lat,
07289,gr-qc,
09388,cond-mat,quant-gas
05512,stat,ML
09351,math,DG
06258,cs,DB
08656,math,CO
03361,math-ph,
01394,math,ST
06442,eess,IV
07875,cs,LG
01296,quant-ph,
00062,q-bio,NC
05832,cs,DS
04911,physics,hist-ph
04039,math,CA
03397,cond-mat,mtrl-sci
08460,math,AC
00409,cs,CL
06237,cs,DS
02910,math,NT
01834,astro-ph,HE
01509,astro-ph,SR
08513,cs,CV
08873,cs,DC
10067,quant-ph,
00201,astro-ph,SR
00984,cs,CL
05274,math,CA
09634,math,OC
02525,math,PR
10314,cs,CL
03745,gr-qc,
06746,physics,flu-dyn
07111,nucl-th,
01082,math,DS
03593,astro-ph,GA
09460,astro-ph,SR
01961,stat,ML
03667,astro-ph,IM
08854,physics,soc-ph
03800,cs,CV
07713,cond-mat,mes-hall
04045,q-fin,PR
02935,q-fin,RM
03024,hep-ph,
09722,hep-ph,
10523,hep-ph,
09334,cs,IR
05870,cs,IT
01453,cs,CV
09129,cond-mat,mtrl-sci
08057,quant-ph,
08272,math,CO
07517,astro-ph,HE
07531,hep-th,
00124,math,DS
03421,cs,LG
07574,math,PR
05188,quant-ph,
05312,physics,acc-ph
10572,cond-mat,str-el
04991,cs,DS
09526,cs,SY
10501,hep-ph,
05152,math,AP
00660,hep-ph,
08852,stat,ME
09897,cond-mat,mtrl-sci
09149,math,CA
02219,cond-mat,quant-gas
09857,physics,class-ph
04835,cs,DM
00837,cs,NI
07593,cs,LG
00929,cond-mat,mes-hall
08781,astro-ph,CO
09196,quant-ph,
01705,cs,AI
01069,cs,IT
06251,math,CA
00661,math,PR
00616,math,CO
02565,astro-ph,SR
00235,cs,CR
04916,q-bio,PE
09822,hep-ph,
01427,astro-ph,GA
02449,cond-mat,mtrl-sci
02539,math,ST
03102,astro-ph,IM
07437,astro-ph,EP
07652,physics,flu-dyn
06205,math,QA
10539,math,AP
07551,cs,NI
01885,astro-ph,GA
07881,astro-ph,HE
02791,cond-mat,supr-con
03316,q-bio,MN
08077,math,AP
07171,math,DS
02330,cs,CR
09742,physics,flu-dyn
02646,math,PR
01230,physics,chem-ph
00191,math,RT
10293,cs,CL
07314,cs,SY
07573,math-ph,
05550,math,FA
00864,q-bio,NC
07521,quant-ph,
01188,math,AG
03339,cs,LG
03294,cs,CR
08978,cond-mat,stat-mech
03649,physics,optics
08203,math,GT
05410,physics,atom-ph
02058,cs,RO
07967,eess,SP
09592,physics,ed-ph
05257,math,DG
10276,math,NT
05352,q-fin,GN
07315,math,DG
07109,physics,acc-ph
04538,hep-th,
01612,cs,CR
07336,eess,SP
09514,hep-ph,
01098,hep-th,
01823,q-bio,NC
08330,astro-ph,SR
09347,hep-th,
05706,math,AP
09136,stat,ML
04763,quant-ph,
08480,cs,CV
10372,astro-ph,SR
06966,q-fin,GN
05604,cs,NI
03606,cond-mat,mes-hall
08878,physics,space-ph
05565,math,ST
09745,math-ph,
02105,math,GR
05095,cs,IT
00343,math,GN
00088,math,PR
07301,cs,DS
09270,math,GT
00431,cs,IT
09521,cond-mat,mtrl-sci
07962,cs,RO
08923,math-ph,
02675,math,MG
03116,math,OC
07717,astro-ph,GA
01566,math,NA
05913,stat,ME
10088,math,PR
05002,math,CA
05404,quant-ph,
10312,cs,CV
09519,stat,ME
04058,stat,ME
04230,math,AP
04925,stat,ME
03277,quant-ph,
00519,hep-ph,
05818,astro-ph,GA
03668,cs,IT
03766,physics,gen-ph
08915,quant-ph,
04899,physics,app-ph
08337,cs,CL
02514,astro-ph,IM
05834,math,AG
06627,math,AP
03014,math,AP
03454,cs,CV
06413,math,DS
01412,math,CO
05334,math,CO
00054,cs,CV
07028,hep-ph,
06016,math,NA
05995,astro-ph,HE
00112,hep-ex,
04730,quant-ph,
08291,cs,NI
06264,hep-ph,
06964,cs,IT
00954,nucl-th,
10302,math,RT
04671,hep-ex,
03875,cond-mat,str-el
09112,astro-ph,SR
02506,nucl-th,
07909,physics,ins-det
03010,hep-ph,
08382,math,AP
09101,physics,optics
10076,astro-ph,SR
06547,astro-ph,GA
01373,gr-qc,
01839,math,NT
04547,quant-ph,
02218,math,OC
02961,cs,LG
03934,astro-ph,GA
06354,math,NA
02705,cs,NI
03932,math,AP
08413,math,PR
06566,math,LO
05517,cond-mat,quant-gas
01749,physics,flu-dyn
08767,econ,EM
05357,math,CV
10488,hep-ph,
02023,math,CO
09058,math,AP
08288,math,GT
05061,astro-ph,SR
06396,cs,DB
06681,math-ph,
01176,physics,chem-ph
01716,astro-ph,SR
05885,physics,chem-ph
05483,cs,IT
06089,math,NT
09294,hep-ph,
03078,math,GR
03279,cond-mat,soft
04834,astro-ph,IM
05733,physics,comp-ph
05082,eess,SP
06704,cs,FL
07053,cond-mat,str-el
03088,physics,ins-det
03399,cs,CV
07142,cond-mat,soft
07955,cond-mat,quant-gas
04439,cs,IT
02472,eess,SP
09774,cs,SD
08745,math,CA
04396,cs,LG
00398,cs,IT
04734,cs,ET
02275,math-ph,
04481,math,NT
06196,physics,hist-ph
08701,cond-mat,mtrl-sci
02774,cs,CV
03255,cs,IT
05134,cs,LG
08543,astro-ph,EP
01565,cs,HC
01901,cs,CC
01748,stat,ME
03256,hep-ph,
05033,gr-qc,
05361,physics,atom-ph
02767,math,LO
08954,astro-ph,SR
05024,physics,ed-ph
07824,physics,flu-dyn
09736,math,NA
00355,math,LO
02183,math,AP
03571,cond-mat,dis-nn
05166,math,CO
00815,cs,AI
05923,physics,hist-ph
07799,math,DS
09816,cond-mat,dis-nn
01387,hep-ph,
06227,math,OC
09931,hep-ph,
02995,math,RT
00958,math,AP
03163,cs,IT
05755,stat,OT
08689,cond-mat,mes-hall
10236,cond-mat,stat-mech
09653,math,OC
04141,physics,chem-ph
06325,math,OC
00653,math,RA
09147,math,NT
00092,physics,optics
05949,cond-mat,mtrl-sci
02714,hep-th,
09261,stat,AP
05252,math,PR
05684,math,PR
09597,cs,AI
04709,hep-ph,
02471,eess,SP
05548,astro-ph,IM
03907,cond-mat,mes-hall
05222,physics,data-an
00673,math,NA
08924,cond-mat,stat-mech
10046,quant-ph,
01907,physics,acc-ph
06904,math,AP
08635,physics,bio-ph
06889,cs,HC
03265,cs,LG
03208,gr-qc,
00915,hep-th,
06487,cond-mat,supr-con
02799,cs,IT
01430,cs,CV
06613,cs,CL
09203,math,CO
07165,stat,CO
01351,gr-qc,
06893,math,AG
02389,astro-ph,CO
03627,cs,IR
04378,cs,LG
03595,cs,IT
03815,eess,AS
02401,math,CV
07344,physics,space-ph
06940,cs,CV
01552,cs,IT
03292,cond-mat,mes-hall
03000,math,DG
03093,stat,AP
05070,gr-qc,
01593,cs,IT
05521,math,OC
03953,q-bio,MN
09542,cs,IT
07395,cs,SY
05405,cs,IT
01090,physics,space-ph
07794,astro-ph,HE
06719,cs,SI
10171,hep-th,
00259,cs,MA
07755,nucl-th,
08779,cs,ET
06954,cs,SY
07945,cs,SY
09378,cond-mat,mes-hall
08335,math,CA
08544,astro-ph,HE
03394,quant-ph,
08398,hep-ex,
02800,quant-ph,
10084,cs,SI
10133,math,GR
06426,math,PR
07070,quant-ph,
04256,hep-ph,
09076,nucl-th,
01184,math,CO
02775,math,CT
08576,cond-mat,stat-mech
04327,math,HO
04633,math,SG
05844,cs,IT
00175,stat,ME
00229,math,NT
07502,cond-mat,mtrl-sci
06329,math,CA
02093,physics,flu-dyn
03658,hep-th,
01478,astro-ph,SR
04390,astro-ph,CO
07599,cs,LG
05588,cs,SI
05314,cond-mat,quant-gas
09956,stat,ME
07983,cs,CR
07867,physics,acc-ph
01554,cs,LG
05153,cs,LO
04207,hep-ph,
06867,cs,CV
07427,cond-mat,str-el
05020,cond-mat,mes-hall
04191,math,CO
10371,physics,atom-ph
01778,math,DG
01700,nucl-th,
09125,cs,IT
05726,math,PR
02902,hep-th,
00185,cs,SI
09728,stat,ME
10538,math,PR
00444,cs,IT
02238,astro-ph,GA
00438,math,CO
09671,hep-ph,
03179,hep-ex,
09606,physics,chem-ph
03514,astro-ph,GA
09042,cs,CV
08832,math,PR
02545,math,DS
07764,math,FA
03789,math,OC
03121,astro-ph,GA
03298,astro-ph,HE
08899,astro-ph,HE
09087,math,DS
01803,cs,NI
01490,astro-ph,SR
07592,physics,hist-ph
06779,math,AC
08857,astro-ph,EP
10194,physics,flu-dyn
10513,cs,LO
01238,math,DS
10328,hep-th,
00074,cs,NI
05672,cond-mat,stat-mech
07186,math,CO
07739,math,AG
02929,cs,LG
03084,physics,plasm-ph
08811,cs,IT
09515,cs,DC
07239,cs,CV
01091,math,CO
01962,math,PR
03197,math,AP
04910,q-fin,TR
04733,cond-mat,mes-hall
04706,math,CO
07908,math,GR
01766,math,CO
09948,cond-mat,dis-nn
08357,astro-ph,GA
06523,cs,CV
04859,nucl-th,
03922,quant-ph,
02501,hep-ph,
10332,cond-mat,mtrl-sci
03356,hep-th,
05723,quant-ph,
04246,physics,app-ph
03918,hep-th,
07548,cs,DC
10223,math,CO
02143,cs,LG
00257,q-bio,QM
05566,cs,AI
01790,math,CO
07888,quant-ph,
09906,math,PR
03290,cs,NI
04114,physics,app-ph
05393,cs,IT
09939,math,QA
01762,physics,flu-dyn
06640,astro-ph,HE
02339,math,RA
02072,hep-ph,
01802,math,CO
02220,cond-mat,mtrl-sci
08495,stat,ME
00466,math,CO
07588,math,PR
03811,quant-ph,
03904,cs,SI
00888,astro-ph,GA
09195,cs,CV
05632,physics,comp-ph
10393,cond-mat,mtrl-sci
06105,cs,NE
08993,cs,SY
08478,math,AP
01935,nucl-th,
07128,cond-mat,str-el
08085,q-bio,QM
03829,cs,HC
02737,physics,ins-det
10580,astro-ph,GA
07917,nucl-ex,
01656,eess,SP
06514,hep-ph,
03746,physics,atom-ph
09007,hep-ex,
00852,math,PR
01290,cs,LG
03082,math,NT
09324,math,NA
02950,cs,CR
07800,cs,CR
03385,cs,SI
09373,cs,SE
07365,cs,CV
02394,cs,IT
07486,cond-mat,mtrl-sci
05378,cond-mat,mtrl-sci
07682,hep-ph,
05235,astro-ph,CO
02644,math,AC
01244,nucl-th,
00491,physics,atom-ph
00005,cs,OH
03462,cs,DS
03619,cs,IT
06027,cs,DB
07959,astro-ph,EP
04393,hep-ph,
07566,eess,SP
00666,physics,chem-ph
06399,math,AP
06145,hep-ph,
07357,cs,AI
00607,hep-ph,
01207,cs,CR
01137,hep-th,
03475,math,AP
08233,cond-mat,mtrl-sci
03324,math,AT
01747,nlin,CD
09942,physics,comp-ph
10241,cs,SE
05236,cs,SE
05244,stat,ME
05788,hep-ph,
08942,cond-mat,quant-gas
01541,cond-mat,stat-mech
04711,math,NT
06608,eess,SP
08101,hep-th,
08539,cond-mat,quant-gas
08633,physics,chem-ph
08826,math,DS
10545,cs,AI
04263,cs,LO
09205,astro-ph,GA
00797,hep-ph,
02307,math-ph,
04757,cs,IT
10574,eess,SP
02413,math,LO
04779,cond-mat,quant-gas
08746,econ,EM
05371,math,AG
01543,physics,gen-ph
02300,cs,NI
04455,cond-mat,mtrl-sci
09075,math,GT
00218,cs,AI
06495,cs,LG
02101,cs,CV
00622,cond-mat,mes-hall
09638,cond-mat,stat-mech
07522,nucl-th,
01846,hep-ex,
07094,math,AG
02965,physics,bio-ph
03207,gr-qc,
08406,cs,CV
03808,cond-mat,mtrl-sci
01121,eess,IV
02337,hep-ph,
03549,math,AT
02129,eess,SP
03522,cond-mat,supr-con
04312,math,RT
08658,hep-th,
06695,cond-mat,str-el
08711,astro-ph,GA
02182,math,CA
06160,astro-ph,HE
05718,gr-qc,
09872,cs,CL
10392,math,PR
03445,physics,acc-ph
07375,physics,flu-dyn
03804,astro-ph,GA
07208,astro-ph,IM
10397,cond-mat,mes-hall
04085,cs,CV
01210,cond-mat,str-el
08754,cs,SI
01386,math,CT
02625,cond-mat,str-el
05052,cs,LO
05362,cs,IT
08585,q-bio,NC
00264,hep-ph,
02716,cs,SE
04609,cs,CR
02078,stat,AP
00475,q-bio,NC
01242,stat,ME
07404,math,CT
08297,cs,CV
07602,math,GT
01717,eess,SP
00285,cs,LO
09298,math,AP
01308,astro-ph,GA
02555,gr-qc,
04559,math,CO
09953,astro-ph,SR
03884,astro-ph,GA
03362,math-ph,
00889,math,FA
03452,quant-ph,
00490,math,FA
01950,stat,ME
10510,math,PR
08056,math,CO
05624,math,AP
02448,cond-mat,mtrl-sci
01183,cond-mat,mes-hall
06362,quant-ph,
08267,cs,CV
09132,math,GR
01875,cs,IT
08882,math,AC
06975,cs,LG
07116,cond-mat,soft
07526,cond-mat,mtrl-sci
07703,math,PR
02564,math,FA
03637,math,OC
05743,cond-mat,soft
07949,math,CO
05594,hep-ph,
02708,quant-ph,
10594,gr-qc,
00974,math,ST
04926,physics,atom-ph
01035,math,PR
05614,cond-mat,quant-gas
09253,cond-mat,soft
03218,cs,CR
07944,math,CA
00811,cond-mat,mes-hall
02682,math,GT
00883,astro-ph,SR
01282,math,OC
08655,math,NA
04109,math,PR
04581,cs,RO
05959,quant-ph,
07761,math,CV
01347,math,NT
01142,cond-mat,dis-nn
02385,cs,CV
04788,cond-mat,mes-hall
08122,math,OC
04813,cs,CL
01544,math,AP
10560,cond-mat,mtrl-sci
06078,math,CO
07787,cond-mat,soft
03061,cs,IT
09168,math,RT
02541,physics,soc-ph
09344,cs,LG
07423,cs,IT
00946,astro-ph,IM
09817,math,ST
01953,stat,ML
00754,cs,IT
02447,cond-mat,stat-mech
04988,math,AP
09704,hep-ph,
07107,astro-ph,HE
04940,hep-th,
10460,math,DS
01704,cs,AI
08345,math,CO
08871,math,CO
02156,cond-mat,mtrl-sci
01645,astro-ph,HE
08213,physics,comp-ph
08925,cs,CV
09746,cs,CL
07450,cond-mat,mes-hall
09895,math,NT
08614,cs,CV
07836,math,DG
01195,quant-ph,
01993,gr-qc,
06895,hep-th,
00911,gr-qc,
05248,cond-mat,soft
05838,math,AP
07359,eess,SP
02460,eess,SP
04619,cs,GR
00187,cs,CV
09756,math,AP
08875,astro-ph,GA
02312,math,CA
09342,cond-mat,supr-con
00146,astro-ph,SR
10154,astro-ph,GA
09102,cs,SE
02589,hep-th,
10443,cs,CV
07832,stat,ME
02970,math,RT
09799,math,OC
05339,cs,CV
00576,math,LO
01062,math,NT
07249,cs,RO
09725,eess,SP
05173,cs,CV
01338,math,AP
04120,cond-mat,mtrl-sci
09243,math,AG
04714,econ,EM
08477,cs,NI
02436,cs,PF
00406,cs,IT
02928,astro-ph,SR
01672,quant-ph,
05226,cond-mat,dis-nn
04100,hep-th,
00339,math,AP
01929,astro-ph,SR
04951,astro-ph,GA
03134,math,NT
03886,cs,LO
04252,quant-ph,
03402,math,NA
00086,physics,ins-det
03146,astro-ph,EP
06842,cond-mat,mes-hall
09815,math,DG
00351,math,DG
02304,q-bio,NC
07970,hep-th,
05763,physics,optics
00810,cond-mat,stat-mech
03164,cs,LG
05955,astro-ph,GA
09596,physics,comp-ph
06669,math,ST
08787,astro-ph,EP
04037,math,AP
09837,math,LO
06007,cs,NE
03671,physics,ins-det
05906,cs,IR
05008,math,CA
05745,astro-ph,CO
06017,gr-qc,
00253,q-fin,GN
10215,astro-ph,GA
06357,cs,IT
06721,math,RT
06708,cond-mat,stat-mech
09582,hep-ph,
00840,cs,NI
07068,astro-ph,GA
05455,astro-ph,GA
00589,nlin,SI
04810,astro-ph,HE
04499,physics,ins-det
10110,cs,GT
05093,cond-mat,supr-con
00521,math-ph,
00429,math,NT
00716,cs,CC
01888,astro-ph,HE
02205,q-fin,ST
03694,physics,flu-dyn
00751,cond-mat,stat-mech
02255,physics,plasm-ph
07201,physics,comp-ph
03970,astro-ph,EP
09110,hep-ph,
10500,cs,IT
02466,cs,DL
10073,math-ph,
04338,physics,plasm-ph
05664,gr-qc,
08966,cond-mat,mtrl-sci
04795,quant-ph,
10287,cs,AI
08160,gr-qc,
00664,physics,plasm-ph
05381,math,NT
10561,astro-ph,EP
01213,nucl-th,
05833,astro-ph,GA
00182,cs,CV
08228,cs,RO
02089,math,AG
02918,cs,NI
00781,math-ph,
07501,cs,CR
00181,astro-ph,GA
04905,math,AG
05245,astro-ph,SR
08534,cond-mat,mes-hall
08461,math,DS
01563,cs,NE
05666,quant-ph,
03467,math,AT
03495,cond-mat,mes-hall
03167,astro-ph,HE
00292,quant-ph,
05140,math,AP
01746,nucl-ex,
09747,astro-ph,IM
03979,quant-ph,
00510,quant-ph,
04873,math,OC
09171,math,OC
02396,physics,atom-ph
07036,math,DG
01463,math,AG
01475,physics,flu-dyn
08435,cond-mat,quant-gas
03625,cs,CL
02279,cs,CV
10506,hep-th,
09333,cs,SI
02840,hep-ph,
02430,cs,CR
06073,physics,comp-ph
02434,astro-ph,EP
05545,cond-mat,mtrl-sci
08780,math,RT
06512,astro-ph,EP
02828,physics,app-ph
03396,quant-ph,
07047,stat,ML
02243,cs,AI
05697,gr-qc,
02281,cs,AI
05826,gr-qc,
01426,astro-ph,GA
08341,cs,GT
10338,physics,plasm-ph
03058,cs,AI
08675,q-fin,CP
04930,hep-th,
07856,physics,ao-ph
05551,cs,CV
05993,math,NA
08457,cond-mat,mtrl-sci
01410,astro-ph,HE
07029,cs,NI
00640,astro-ph,HE
01626,math,AP
00117,math,NA
05493,math,CT
06854,cs,IT
08043,math,CO
05578,quant-ph,
05716,nucl-th,
00552,cs,IT
07819,math,GT
09161,eess,SP
01141,astro-ph,HE
03735,math,NT
10235,math,AP
00263,cond-mat,mtrl-sci
10234,hep-ph,
02373,math,AG
10311,cs,DL
09944,physics,plasm-ph
03429,physics,flu-dyn
04540,cs,LG
00625,cs,CL
04902,math,NA
02810,physics,geo-ph
02664,cs,SC
09302,astro-ph,SR
09250,cs,OS
06832,hep-ph,
09349,math,RT
08992,cs,DL
06065,math,AG
01030,math,AP
08679,cond-mat,mes-hall
08187,hep-ph,
09016,cond-mat,quant-gas
06158,cond-mat,mes-hall
04326,cs,LG
01335,math,DG
05079,cs,CC
00356,cs,CY
06046,q-bio,NC
00907,eess,SP
05278,cs,CV
07783,cs,SI
06614,gr-qc,
04133,math,SP
09313,hep-ex,
06688,cond-mat,soft
07615,astro-ph,IM
03236,astro-ph,HE
01584,math,PR
05687,math,RT
01924,math-ph,
03737,cs,AI
00245,math-ph,
09310,quant-ph,
01055,math,NT
01493,astro-ph,GA
08607,cs,HC
09808,cs,LG
09108,cs,CV
08549,hep-th,
09355,physics,comp-ph
06764,hep-th,
03929,cs,AI
09583,math,DS
10042,astro-ph,GA
09639,cs,DS
00884,math,NA
04677,cond-mat,mes-hall
03816,eess,SP
07145,cs,CV
02115,cond-mat,mtrl-sci
01056,math,NA
04653,math,DS
00243,stat,ME
01523,gr-qc,
09204,astro-ph,SR
05017,q-bio,NC
08319,quant-ph,
00894,physics,optics
05647,quant-ph,
07018,astro-ph,GA
09695,astro-ph,GA
04043,quant-ph,
09089,cs,DS
06754,math,CO
05933,nucl-th,
09272,cond-mat,mtrl-sci
09655,cond-mat,mes-hall
09219,math,CO
05421,physics,med-ph
06812,cs,SE
10512,math,PR
09100,math,ST
03751,astro-ph,IM
06236,astro-ph,GA
00413,math,CO
01504,astro-ph,GA
01191,physics,gen-ph
01770,math,AP
07290,cond-mat,mes-hall
06169,math,CO
08283,math,AP
01990,stat,ME
08379,cs,HC
08332,astro-ph,GA
05240,math,PR
02438,quant-ph,
03863,physics,comp-ph
00166,physics,comp-ph
08227,stat,CO
09412,physics,space-ph
09143,math,GN
02532,math,CO
02236,physics,soc-ph
06850,math-ph,
01550,astro-ph,HE
04977,math,NA
08791,hep-ph,
09935,math,CA
00540,cs,DC
01313,math,CA
05458,eess,IV
06771,cs,CY
09200,q-bio,MN
05030,cs,CV
05646,cond-mat,str-el
07772,cs,CL
03708,cond-mat,mes-hall
03347,cs,CG
05408,physics,app-ph
02807,hep-ph,
07756,cs,LG
09040,math,AP
04331,cs,CV
03203,math,OC
02007,hep-ph,
01613,cs,IT
00489,hep-th,
01783,astro-ph,CO
02011,math-ph,
09377,math,DS
07321,cs,FL
07966,hep-ex,
08053,physics,app-ph
09426,cond-mat,mtrl-sci
02256,q-bio,NC
03169,astro-ph,GA
07428,math,DG
08251,cond-mat,mes-hall
02780,cs,CR
01698,cs,CV
08320,physics,optics
09475,quant-ph,
01949,cs,CV
03779,physics,gen-ph
08279,math,CV
08820,math,NT
07509,astro-ph,EP
10242,cs,LG
09449,cs,CV
02975,physics,pop-ph
01728,hep-th,
10609,astro-ph,HE
01607,cond-mat,quant-gas
02445,quant-ph,
10472,cs,SE
02930,cs,IT
06659,math,AP
08629,cs,CR
08765,math,NT
07313,gr-qc,
01134,cs,DC
06306,quant-ph,
03213,hep-ph,
04357,cs,DC
07384,cs,LG
10077,cond-mat,quant-gas
04753,physics,ins-det
05037,math,CO
05659,cs,CR
00223,cs,CV
07542,physics,acc-ph
10563,cs,IT
02009,math,OC
04480,cs,ET
03161,cs,SC
06255,cs,IT
05669,math,NA
06727,q-fin,ST
02757,hep-ex,
01781,astro-ph,CO
05520,cond-mat,quant-gas
00676,physics,hist-ph
07608,math,DS
07825,quant-ph,
06922,hep-ph,
06093,hep-ph,
01871,astro-ph,CO
09905,cond-mat,mes-hall
05985,astro-ph,SR
05591,math,CO
02616,cond-mat,mes-hall
06181,physics,ins-det
04129,physics,flu-dyn
05572,nlin,CD
02149,cs,LG
04379,astro-ph,SR
02631,astro-ph,GA
03710,cs,DC
01555,math,MG
08161,gr-qc,
03947,quant-ph,
07356,cs,IT
03257,cs,CL
03103,astro-ph,GA
04337,cs,LO
01710,cs,CR
08577,cs,LG
06210,math,GT
02751,math,AG
08651,math,OC
05466,math,ST
00851,physics,app-ph
08844,physics,chem-ph
07907,astro-ph,GA
06767,math,AP
04668,cs,IT
08207,math,AC
04132,quant-ph,
05773,astro-ph,IM
10476,cs,DS
09064,stat,CO
07976,cond-mat,soft
06849,math,AG
04760,hep-ph,
01505,astro-ph,CO
05617,cs,CL
04570,astro-ph,GA
07623,nucl-th,
06316,quant-ph,
07954,cs,SC
00928,physics,optics
04767,math,DG
10398,astro-ph,HE
02670,hep-ph,
00186,math,MG
09286,cs,NI
00985,astro-ph,GA
03153,cs,IT
09823,cs,CV
00761,math,PR
04050,math,OC
10468,hep-ph,
02869,astro-ph,SR
09911,math,ST
08512,math,ST
06574,physics,ins-det
01916,cond-mat,mtrl-sci
04637,cond-mat,mtrl-sci
06452,q-bio,NC
08927,cond-mat,mes-hall
06692,math,RT
00210,math,NT
01498,astro-ph,CO
08519,cond-mat,mtrl-sci
00190,quant-ph,
01341,quant-ph,
08935,math,RA
00064,cond-mat,str-el
00173,cs,LG
06837,cs,SE
01865,gr-qc,
08761,cs,DC
02086,nlin,AO
09586,math,AG
07079,astro-ph,HE
08453,math,CA
06935,astro-ph,EP
07704,cs,CL
05261,math,FA
06633,math,DG
08121,cond-mat,supr-con
00560,astro-ph,SR
08240,astro-ph,HE
05480,cond-mat,mtrl-sci
04107,cs,SE
00579,nucl-th,
05756,cs,NI
07628,physics,plasm-ph
04828,cs,CE
06644,physics,soc-ph
05778,astro-ph,HE
08007,q-fin,RM
07148,math,NA
06265,astro-ph,IM
02763,math,DG
01824,cs,NI
07553,cs,DM
01760,cs,CV
05936,math,PR
10354,math,AP
06009,cond-mat,stat-mech
09199,physics,atom-ph
08752,cond-mat,mes-hall
02392,hep-th,
07378,math,FA
07543,cond-mat,mtrl-sci
08895,hep-ph,
00401,cond-mat,str-el
02979,math,PR
09175,physics,flu-dyn
03911,cs,CL
08299,cond-mat,mes-hall
02154,cs,NI
07433,math,FA
09358,cs,GR
05898,math,AG
08117,physics,soc-ph
04682,math,NT
07259,astro-ph,GA
04128,math,CO
09455,hep-lat,
07193,cs,DM
09549,q-bio,SC
03770,math,AT
01378,nlin,CD
07710,cs,LG
06703,cs,MA
03825,cs,AI
08076,physics,pop-ph
08883,physics,optics
05535,cs,LG
05596,cond-mat,quant-gas
01859,cs,IT
09928,math,GR
00822,astro-ph,IM
09434,physics,app-ph
05852,cs,SI
07877,cs,IT
05934,math,PR
10308,cs,CL
06870,astro-ph,EP
03730,astro-ph,IM
05170,cond-mat,stat-mech
