document_id,main_category,sub_category
07278,stat,ME
07087,eess,SP
00597,cs,CE
01449,cs,CV
00600,cs,RO
02750,cond-mat,soft
03921,q-bio,PE
05164,cs,DM
06555,math,AG
03302,math,RT
06804,math,CA
06485,eess,SP
04612,math,SP
07105,math,AP
10104,hep-ph,
09962,math,AG
00020,math,KT
02144,cs,LG
08440,cond-mat,mes-hall
04144,math,OC
01511,astro-ph,GA
10177,astro-ph,EP
00871,math,RT
07631,hep-ph,
01381,math,AT
00768,gr-qc,
07343,astro-ph,GA
06998,quant-ph,
06580,math,OC
04945,astro-ph,GA
00249,math,CO
05282,math,RA
04315,cs,LO
05160,quant-ph,
05473,physics,geo-ph
00426,cond-mat,str-el
00912,cs,DL
10188,cs,IT
05227,cs,IT
05298,astro-ph,GA
07585,q-bio,GN
08217,cond-mat,mes-hall
02618,astro-ph,GA
01131,hep-th,
08865,cs,IT
07054,cs,SD
03469,quant-ph,
09840,math,NA
07311,cs,CL
06738,math,GR
05997,cs,DC
06109,cond-mat,mtrl-sci
04990,physics,flu-dyn
02083,math,AP
04968,math,LO
03880,q-bio,NC
03594,cs,IT
00242,math,MG
00952,math,DS
01833,math,CO
03898,cs,DC
07232,physics,geo-ph
08419,hep-ph,
03712,cs,AR
07022,cs,RO
10198,cs,CL
07179,math,NT
10522,hep-ph,
04360,math,CA
00197,math,NA
00834,gr-qc,
00973,econ,EM
04460,astro-ph,EP
09527,cs,IT
04571,astro-ph,IM
09383,cs,IT
00214,math,DS
03269,cond-mat,str-el
07209,cs,IT
10542,math,CT
01293,astro-ph,HE
08390,cs,CV
00668,stat,ML
06104,cs,CV
06286,math,DG
09593,math,AG
09469,math,SP
09244,math,DS
03952,astro-ph,GA
04151,astro-ph,CO
05537,cs,NI
04585,hep-ex,
02772,math,NT
00105,stat,ME
02066,cs,IT
04223,cs,IT
03831,math,DS
00010,hep-th,
04667,astro-ph,HE
01763,cs,SY
08300,stat,AP
04898,cs,SI
06382,quant-ph,
09717,astro-ph,HE
00769,cond-mat,str-el
08694,stat,ML
04771,cond-mat,soft
05960,nucl-th,
04219,gr-qc,
03209,cond-mat,mes-hall
06151,math,AP
06739,stat,ME
09141,astro-ph,SR
09077,math,DS
05513,astro-ph,HE
01420,gr-qc,
02720,astro-ph,HE
04070,math,NA
02199,cs,DM
02776,astro-ph,GA
10036,math,AP
00471,cs,PL
06183,astro-ph,GA
00269,cs,CV
07246,cs,IT
03187,math,DS
10504,cs,IT
04030,math,GT
09654,quant-ph,
02717,math,DG
04705,cs,CE
07510,math,AG
03943,astro-ph,GA
07817,q-fin,MF
07525,math,CA
06906,math,NT
05477,hep-th,
07887,cs,LG
06483,astro-ph,HE
02177,math,NA
01078,cs,NE
10180,astro-ph,HE
06851,hep-ph,
03351,math,PR
04462,math,PR
07946,cond-mat,mes-hall
08631,gr-qc,
03698,cs,DM
03331,cs,AI
05373,physics,soc-ph
09949,astro-ph,CO
09151,math,OC
00371,stat,OT
04529,quant-ph,
04442,quant-ph,
08377,astro-ph,SR
03067,math-ph,
00823,cs,CR
07505,cond-mat,mes-hall
06936,econ,EM
00021,physics,comp-ph
00200,math,RT
03617,cond-mat,mes-hall
01083,gr-qc,
06592,math,NA
00966,gr-qc,
09813,math,CO
04635,physics,geo-ph
05341,astro-ph,EP
06204,cond-mat,str-el
05577,math,PR
10053,cond-mat,mes-hall
04032,cs,PL
08344,gr-qc,
01418,math,AP
01528,cs,SI
03997,astro-ph,GA
02138,eess,SP
00320,math,GT
04073,cond-mat,mtrl-sci
04782,math,OC
04732,cond-mat,supr-con
05419,astro-ph,IM
06349,cs,HC
04142,physics,flu-dyn
08880,astro-ph,CO
04007,astro-ph,EP
01661,math,SP
07479,physics,optics
05994,cs,LO
10336,math,DS
00517,math,NT
02289,physics,chem-ph
02824,math,FA
07062,math,AP
10074,math,NT
00265,math,RT
08348,math,AP
03806,hep-ex,
03288,cond-mat,supr-con
05685,cond-mat,soft
08645,physics,app-ph
10582,physics,atom-ph
06024,cs,CL
06778,physics,plasm-ph
08045,cond-mat,supr-con
10604,math,AP
02334,cs,AI
08715,math-ph,
02882,astro-ph,HE
09117,math,GR
05469,cs,HC
01739,cond-mat,mtrl-sci
03458,cs,CV
06938,math,OC
00586,cond-mat,quant-gas
01033,hep-ph,
09838,cs,SI
10274,cond-mat,quant-gas
09994,nucl-th,
06423,cs,CR
03234,math,DS
04939,hep-th,
05920,gr-qc,
06658,cond-mat,soft
06443,physics,plasm-ph
05896,cs,GT
00378,math,AG
04264,cs,CV
08317,hep-ph,
00207,math-ph,
05476,cond-mat,mes-hall
08604,gr-qc,
07058,math-ph,
04257,math,DG
03690,physics,comp-ph
08902,physics,chem-ph
01804,physics,flu-dyn
00070,math,OC
07995,math,RT
09450,math,AP
00335,math,GT
02380,math,PR
02862,cs,HC
06243,physics,comp-ph
02630,cond-mat,mes-hall
10484,cs,IT
00566,cond-mat,mtrl-sci
05040,cs,CV
10032,astro-ph,HE
01175,cond-mat,stat-mech
00893,cs,IT
05573,astro-ph,IM
04614,cs,IT
04869,physics,comp-ph
04368,cond-mat,str-el
00392,math,NT
05167,astro-ph,HE
09212,cs,PF
08640,stat,ML
09563,cs,NI
04131,eess,SP
01256,math,AP
01805,physics,ins-det
02802,physics,optics
09674,physics,flu-dyn
07348,astro-ph,CO
01036,astro-ph,SR
00425,cond-mat,mtrl-sci
08869,cond-mat,mes-hall
08686,stat,AP
09827,stat,ML
04973,cs,IT
03792,physics,flu-dyn
06934,cs,LG
04211,cs,LG
09002,stat,AP
03355,cs,AI
08673,nucl-th,
06358,cs,IT
05901,cond-mat,mtrl-sci
07476,astro-ph,GA
00532,cs,CL
08622,math,NA
09618,cs,GT
05888,physics,chem-ph
02851,quant-ph,
00675,hep-ph,
10121,cs,CV
09226,quant-ph,
07733,cs,IT
07753,astro-ph,EP
03960,hep-ph,
05172,quant-ph,
02010,cs,IT
01999,cs,CL
09391,cs,IT
00179,math,CO
02297,math,AP
08520,quant-ph,
04685,physics,optics
04773,math,CV
08596,math-ph,
01067,astro-ph,GA
08980,nucl-th,
06705,math,OA
00820,cs,CV
10346,math,ST
04561,math,RT
01673,math,NA
08808,cs,GT
03753,math,QA
04316,astro-ph,SR
03847,math,AP
10095,cs,IR
06572,math,RT
10424,cond-mat,stat-mech
02698,physics,geo-ph
00204,math,DS
00262,cond-mat,supr-con
02838,cond-mat,stat-mech
08908,math-ph,
08052,cs,DB
07190,cond-mat,stat-mech
10065,math,GR
03285,cs,CC
04498,q-bio,QM
00819,math,NA
05127,cs,DC
04174,astro-ph,SR
02837,cs,CR
03191,math,AT
04660,cond-mat,str-el
01057,physics,chem-ph
00082,math,NA
02201,cs,SE
09468,cs,CV
01401,stat,ML
07688,astro-ph,CO
02974,cs,DC
02229,cs,IT
01881,astro-ph,GA
08037,hep-ph,
09919,cs,CV
06977,math,AC
07651,physics,acc-ph
04718,nucl-th,
00196,cs,DM
08989,math,PR
10021,math-ph,
00013,math,AG
03065,cs,DC
03414,math,GT
04406,cs,LG
07258,astro-ph,SR
01601,eess,SP
01013,stat,ME
04126,math,DG
05358,astro-ph,CO
05610,cs,DC
03128,astro-ph,EP
07523,quant-ph,
02899,astro-ph,SR
10439,math,FA
03817,eess,SP
05939,quant-ph,
07818,physics,space-ph
10313,hep-th,
08805,astro-ph,EP
02165,quant-ph,
04880,cs,CV
07099,math,CV
01774,math,AP
06030,cs,MM
01423,cs,LG
01190,astro-ph,SR
04569,cs,CR
05488,math,AT
00248,nlin,PS
04333,physics,app-ph
09600,math,FA
07786,physics,ed-ph
08078,physics,chem-ph
08611,hep-ph,
02999,math,PR
09909,math,PR
08071,math,AT
05102,physics,app-ph
06313,cs,CV
02295,cond-mat,quant-gas
03551,cs,CV
02738,astro-ph,SR
09366,math,NA
02019,quant-ph,
09967,quant-ph,
05698,cond-mat,str-el
00078,quant-ph,
01934,math,PR
09625,astro-ph,SR
00508,cs,CV
09819,stat,ML
01042,cond-mat,str-el
02533,hep-th,
04746,math,AP
00591,math,ST
05758,math,AG
02146,math,NT
01720,physics,med-ph
04095,math,ST
04472,cs,DM
02855,cond-mat,mtrl-sci
01518,cond-mat,mes-hall
01684,cond-mat,str-el
05525,eess,IV
10275,astro-ph,GA
03076,cond-mat,mtrl-sci
04876,quant-ph,
01903,cs,DC
00079,math,NA
06336,math,FA
05785,hep-ph,
04217,astro-ph,SR
01918,math,AP
07665,math,ST
05925,eess,SP
03670,hep-th,
04025,astro-ph,GA
09874,stat,ME
05418,physics,app-ph
07238,math,MG
02813,physics,chem-ph
09560,nlin,PS
03380,hep-ph,
08012,math,DG
09544,math,LO
00052,astro-ph,EP
08600,stat,ML
03244,cs,LG
10186,cs,AI
05370,math-ph,
01461,math,NA
09140,math,CO
05948,cs,IT
00332,econ,EM
07865,cs,IT
00395,hep-ph,
01982,cs,IT
00399,math,CO
01713,physics,plasm-ph
07544,cs,DS
08766,cs,LO
06650,math,LO
00301,hep-ph,
05857,cs,DC
06607,cs,CL
08720,cs,DL
05730,nlin,CD
04429,cond-mat,mtrl-sci
00559,quant-ph,
06047,cs,CY
05460,hep-th,
05804,astro-ph,HE
01765,hep-th,
08287,cs,AI
07609,math,MG
04681,quant-ph,
03870,astro-ph,EP
00533,physics,ins-det
00273,gr-qc,
02454,physics,flu-dyn
05739,quant-ph,
04215,math,SP
02191,quant-ph,
04661,cond-mat,str-el
07189,cs,HC
01649,stat,ML
01099,cond-mat,quant-gas
06730,cs,CR
09227,cs,SI
08990,math,CA
06827,cs,SI
03543,math,QA
10068,cs,CV
06220,astro-ph,EP
07497,cond-mat,mes-hall
09697,nucl-th,
01736,cond-mat,mes-hall
06803,math,FA
01681,cs,CR
06221,math,AP
05200,cond-mat,soft
06621,physics,flu-dyn
04989,math,RT
01647,hep-th,
08509,physics,chem-ph
06535,cond-mat,mes-hall
02637,hep-th,
01233,cond-mat,mtrl-sci
07653,cs,DB
07846,quant-ph,
02542,cond-mat,mes-hall
09374,math,NT
06909,math,RT
01851,astro-ph,GA
09003,math,DS
03749,math,OC
03519,astro-ph,GA
00718,cs,CE
01648,cs,IT
06869,math,AP
02435,q-bio,OT
08327,math,GR
08034,hep-ph,
02175,cs,SE
07082,cond-mat,str-el
04618,cs,PL
09262,cs,NI
08758,quant-ph,
09371,cond-mat,supr-con
05161,cs,DB
07781,astro-ph,GA
05971,cond-mat,mtrl-sci
07550,cond-mat,mtrl-sci
05285,cond-mat,mtrl-sci
09646,cs,CV
06069,stat,ME
10034,quant-ph,
07463,math,NA
06118,hep-th,
01132,cond-mat,quant-gas
07732,cond-mat,str-el
10471,physics,acc-ph
02269,gr-qc,
09416,math,NT
10448,hep-ph,
02284,physics,acc-ph
04483,math,NT
07491,quant-ph,
01861,q-bio,QM
06070,cs,AR
01837,astro-ph,HE
05485,math,GT
07813,astro-ph,HE
10238,cond-mat,mtrl-sci
07460,math,HO
01549,physics,gen-ph
03404,cs,DM
08522,physics,soc-ph
05498,math,CO
08396,gr-qc,
05736,hep-ph,
03901,stat,ME
03995,math,AG
03767,quant-ph,
10535,physics,optics
06310,cond-mat,mes-hall
07006,cs,IT
10485,math,AG
00938,cs,CR
10465,cs,RO
03724,astro-ph,HE
02362,cs,CE
01994,math,OC
07160,math,NA
03920,cs,IT
03006,astro-ph,HE
10098,cond-mat,quant-gas
05699,cond-mat,mtrl-sci
08968,math,AP
03391,quant-ph,
05990,physics,acc-ph
01215,astro-ph,SR
07910,cs,SD
10345,cond-mat,mtrl-sci
00752,hep-ph,
06980,cond-mat,str-el
04639,math,CO
00367,math,AP
06863,cs,CY
08441,cs,LO
05316,physics,atom-ph
08886,cond-mat,mtrl-sci
06191,astro-ph,EP
09945,cond-mat,mes-hall
02955,cond-mat,str-el
01096,cs,DM
03516,math,PR
08903,math,CT
08296,quant-ph,
07139,math-ph,
04413,quant-ph,
09258,physics,ed-ph
01327,math,FA
00945,quant-ph,
00565,astro-ph,GA
04776,math,AG
07331,math,FA
03239,cs,CR
05416,cond-mat,str-el
07203,astro-ph,HE
05098,astro-ph,IM
03374,math,FA
07762,astro-ph,IM
03650,cs,HC
09680,astro-ph,GA
08352,math,NA
07157,math,AT
07735,quant-ph,
00917,hep-ph,
06299,nucl-th,
04774,cs,ET
01489,stat,ME
04464,astro-ph,CO
00066,math,OC
09264,cs,CE
05181,math,DG
03276,hep-ph,
10002,physics,ins-det
09435,math,AP
02543,astro-ph,IM
05929,cond-mat,mtrl-sci
08434,hep-th,
01326,stat,ME
04272,math,RT
03348,math,CO
04796,nlin,PS
02937,stat,ML
10350,hep-ph,
06108,cond-mat,mes-hall
00439,cond-mat,quant-gas
07226,stat,ML
03367,cs,PL
01534,physics,gen-ph
08471,math,AG
02642,cs,LG
04196,cond-mat,mtrl-sci
08755,quant-ph,
03210,cond-mat,dis-nn
09152,astro-ph,EP
05903,astro-ph,SR
04388,hep-th,
01665,cs,SI
07293,math,HO
09807,cs,ET
00669,hep-th,
09996,physics,gen-ph
08649,quant-ph,
00746,cs,NE
03275,cond-mat,mes-hall
07283,hep-th,
01039,cs,SC
04658,cs,IT
08164,hep-ex,
07740,cs,CV
07990,math,RT
02049,hep-th,
02414,astro-ph,SR
02164,math,CA
06019,astro-ph,GA
03781,physics,atm-clus
01987,hep-th,
03680,q-fin,EC
10422,astro-ph,HE
09968,astro-ph,GA
09749,cs,CV
06120,physics,plasm-ph
08710,cs,DC
02190,cs,CV
04232,q-bio,SC
10271,cs,SE
05147,cs,CL
08282,quant-ph,
09340,math-ph,
05728,cond-mat,str-el
09780,cs,RO
03346,cs,IT
05306,math,OC
09958,quant-ph,
01497,astro-ph,CO
07533,math,FA
06981,math,CA
03249,astro-ph,IM
00632,cs,LG
05784,hep-lat,
09420,astro-ph,EP
09599,math,RT
04093,physics,plasm-ph
06729,cs,CV
01759,astro-ph,SR
04505,physics,bio-ph
08417,hep-ph,
04377,quant-ph,
09665,cs,IT
10351,cs,CV
04811,cond-mat,mes-hall
04381,cs,CV
08088,cs,AR
09767,math,NA
05292,cond-mat,mtrl-sci
00546,cond-mat,mtrl-sci
00256,cs,CV
09130,physics,chem-ph
08860,hep-th,
04227,quant-ph,
04610,quant-ph,
00793,astro-ph,GA
06976,cs,CV
00694,cs,CR
06137,physics,chem-ph
03177,astro-ph,IM
04084,cs,CR
00250,cs,SE
02554,astro-ph,EP
00905,cs,LG
04226,physics,chem-ph
08671,physics,optics
02879,cond-mat,mes-hall
05921,math,PR
00680,cs,RO
05046,physics,app-ph
06540,cs,CY
08412,physics,plasm-ph
05998,math,PR
03652,eess,SP
08433,math,QA
03499,cond-mat,str-el
03344,math,FA
05829,cond-mat,mtrl-sci
04370,astro-ph,SR
03072,math,OC
02993,math,AG
01252,math,NA
07706,cond-mat,other
04056,hep-th,
05309,cs,NI
01900,cs,CL
05122,cs,CL
01395,quant-ph,
05770,q-fin,ST
07855,cond-mat,supr-con
02482,astro-ph,HE
01788,cs,AI
03951,cs,IT
02801,hep-th,
01491,math,AT
04408,astro-ph,SR
00996,physics,optics
04784,math,AG
10005,cond-mat,soft
02984,math,AC
06416,q-fin,MF
01542,math,NT
00572,math,ST
02352,cond-mat,mes-hall
02374,cond-mat,mtrl-sci
10184,math,DS
05049,stat,AP
01019,q-bio,QM
00348,math,DS
01633,cs,CR
09777,cs,SE
06668,quant-ph,
03311,cond-mat,supr-con
03530,cs,CV
02001,gr-qc,
06568,cond-mat,supr-con
04762,physics,atom-ph
09969,cs,CV
04781,quant-ph,
03049,cs,CV
00715,physics,app-ph
10434,cs,CV
06244,math,NT
09631,physics,optics
04720,cs,CV
02786,cond-mat,stat-mech
08182,physics,ins-det
04081,cs,SD
05216,physics,comp-ph
00555,quant-ph,
00298,hep-lat,
03529,cs,CY
10261,math,CA
01734,math,AT
02758,math,AC
06717,cs,DL
09233,cond-mat,dis-nn
07545,astro-ph,SR
03056,math,NT
07391,physics,optics
00925,math,CV
00863,hep-ph,
06278,cs,SY
06683,astro-ph,CO
03262,astro-ph,EP
10526,math,DG
09121,cs,DL
01436,cond-mat,quant-gas
00867,gr-qc,
07952,math,PR
03157,gr-qc,
06686,math,NT
10571,cs,RO
07563,quant-ph,
05420,cs,LG
06079,q-bio,NC
10237,cond-mat,str-el
10105,math,NA
07316,stat,ML
06752,q-bio,QM
05625,math,CA
03666,cond-mat,soft
02123,cs,NI
08420,physics,plasm-ph
03493,cs,DB
08737,cs,CR
09442,q-bio,BM
05121,math,PR
08833,hep-th,
10216,math,CA
10321,cs,RO
02037,cs,NE
02320,astro-ph,CO
09866,cs,CL
06253,physics,optics
02771,quant-ph,
06947,math,CO
09507,math,PR
00049,cs,CL
10103,math,FA
04847,hep-ph,
09801,astro-ph,GA
06825,cs,SI
09454,cs,CV
01364,math,AG
10450,quant-ph,
02831,math,AG
01304,astro-ph,SR
02881,cond-mat,mtrl-sci
07346,physics,flu-dyn
10111,cs,CV
00831,cs,NI
00473,astro-ph,SR
01590,cond-mat,soft
10204,cond-mat,mes-hall
07039,cond-mat,mtrl-sci
09145,cs,RO
05119,cs,CL
08250,math,AP
05729,math,DS
04994,q-fin,MF
02985,physics,flu-dyn
07204,astro-ph,IM
10549,cond-mat,str-el
08621,cs,LG
00212,math,PR
03253,cs,CG
03446,cond-mat,quant-gas
06201,math,RT
09510,cs,NI
07371,math,AP
09404,math,NT
06379,math,OC
08553,astro-ph,CO
10380,math,AP
03425,cs,RO
02262,math,CO
01369,physics,pop-ph
08189,q-bio,PE
10131,math,CO
01606,physics,optics
05952,math,NA
05692,gr-qc,
04022,cs,IT
06481,cs,LG
03299,cs,CV
06587,cond-mat,mtrl-sci
04380,cs,DC
05842,math,MG
09900,q-bio,NC
01495,cond-mat,str-el
10427,cond-mat,str-el
04432,physics,ins-det
04096,cs,CV
07993,quant-ph,
00649,cs,CR
02207,math,AP
06187,astro-ph,GA
06836,astro-ph,IM
04245,physics,app-ph
03009,physics,ao-ph
02441,cond-mat,str-el
02274,math,AG
00325,math,FA
01503,astro-ph,CO
09000,math,FA
05367,cs,DL
02508,cs,ET
06579,hep-ph,
06376,math,OA
06589,math,NA
09891,quant-ph,
05887,math,PR
08354,cs,CR
07647,cs,PL
04972,cond-mat,supr-con
07489,gr-qc,
03376,cond-mat,mes-hall
00711,cs,LG
01009,cond-mat,mtrl-sci
02172,math,OC
04715,physics,plasm-ph
06144,cs,PL
08074,cs,IT
00646,physics,atom-ph
09301,math,LO
05340,astro-ph,HE
03927,hep-ph,
01797,math,ST
06154,astro-ph,EP
06619,cs,NI
06075,astro-ph,HE
03039,cs,LG
02266,astro-ph,HE
02109,physics,flu-dyn
01437,astro-ph,HE
07040,math,AG
08913,math,NA
06539,math,RA
05114,cs,IT
01396,quant-ph,
04617,math,PR
09879,hep-ph,
00107,math,FA
07396,cond-mat,mtrl-sci
10201,math,AC
07570,math,NT
06049,cs,CY
05696,math,OC
09443,cs,LO
10581,cond-mat,mtrl-sci
02340,math,CO
07496,astro-ph,IM
10165,hep-ph,
00847,math,NA
01474,astro-ph,EP
02624,astro-ph,HE
01530,math,PR
09169,math,RT
03486,astro-ph,SR
02371,astro-ph,CO
10401,cs,DS
03888,nlin,AO
08590,cs,IT
06833,physics,ao-ph
00418,eess,SP
03991,astro-ph,EP
10093,physics,chem-ph
02048,physics,med-ph
09821,cs,LG
04623,q-bio,NC
08241,astro-ph,HE
02649,astro-ph,CO
10251,stat,ME
06235,math,FA
01081,quant-ph,
09299,stat,CO
08436,math,OC
06249,astro-ph,EP
02074,math,OC
01625,cs,IT
03358,eess,SP
04417,hep-ex,
04202,stat,ME
09376,cond-mat,supr-con
04254,math,DS
02969,cs,SY
08891,physics,optics
10537,hep-th,
06857,quant-ph,
07308,math,NA
07471,math,GR
00195,math-ph,
03150,cs,CV
08768,cond-mat,stat-mech
00410,math,OC
05737,physics,app-ph
09011,cs,CR
09418,stat,ME
08778,math,DS
08523,hep-ph,
00141,stat,ME
03961,math,AP
01481,astro-ph,CO
01894,cond-mat,stat-mech
04088,math,SP
06715,physics,optics
04575,math,FA
04868,astro-ph,IM
05771,cond-mat,soft
02845,math-ph,
01671,cs,CV
06148,math,PR
03799,cond-mat,soft
09179,math,LO
07282,astro-ph,GA
02495,gr-qc,
10255,cond-mat,str-el
01782,stat,CO
00424,physics,ins-det
04882,cs,IT
06131,astro-ph,EP
07338,physics,app-ph
05609,cs,LG
03706,math,CA
10229,math,ST
04539,gr-qc,
07138,cs,SI
01119,physics,ins-det
09070,astro-ph,CO
01731,hep-ph,
07158,math,GT
01487,hep-ex,
02518,astro-ph,CO
00853,cs,CR
06622,cond-mat,str-el
05108,stat,ME
05740,math,NT
09397,physics,app-ph
01608,math,NA
09751,hep-ph,
06321,math,CV
07168,cs,HC
07728,physics,app-ph
05641,cond-mat,mes-hall
09111,cs,CV
05683,math,RA
00542,math,PR
08874,physics,ed-ph
08181,cs,IT
01046,math,AG
02478,eess,SP
03559,cond-mat,supr-con
06290,cs,CG
03570,astro-ph,SR
02125,cs,LG
07837,math,MG
04858,quant-ph,
06378,stat,ML
03392,cond-mat,mtrl-sci
07779,cs,CV
00987,cond-mat,quant-gas
07253,astro-ph,GA
09215,hep-ph,
01076,cond-mat,soft
01711,q-bio,NC
02073,cs,CL
09932,physics,acc-ph
09389,astro-ph,EP
05689,gr-qc,
01863,quant-ph,
00724,math,OC
09363,hep-th,
07096,cs,IT
06989,cs,SE
01857,math,DG
05231,astro-ph,SR
09419,math,ST
09048,cond-mat,str-el
04123,hep-th,
07102,cs,CE
03511,cond-mat,mes-hall
05250,hep-ex,
09431,cs,DS
05709,cond-mat,mes-hall
03590,cs,CC
00824,cs,CV
04875,hep-ph,
07622,cond-mat,str-el
08877,math-ph,
02854,cs,RO
09082,cs,NI
06785,astro-ph,SR
03422,math,OC
09598,astro-ph,IM
00267,math,GR
03415,cond-mat,soft
01448,math,OA
01659,cond-mat,stat-mech
07964,cs,AI
08722,q-bio,GN
01795,math,CO
03702,cond-mat,supr-con
08108,q-bio,NC
10122,hep-lat,
05927,cs,LG
03419,cs,CE
00926,cs,CV
06635,cs,CV
05935,math,OC
07808,math,CO
08058,cs,DC
04428,math,CV
02272,physics,soc-ph
00370,math,DG
03601,astro-ph,GA
04735,cs,IT
00091,q-fin,CP
01663,cs,IT
05917,cs,SE
00495,astro-ph,SR
01560,cs,CV
00620,cond-mat,mes-hall
01334,cond-mat,mtrl-sci
01360,math,HO
01512,math,CO
04708,math,PR
06132,hep-lat,
00991,astro-ph,EP
00113,math,GR
01992,math,FA
09086,cs,CV
06945,cond-mat,mes-hall
08216,q-bio,QM
08946,astro-ph,EP
03793,quant-ph,
02859,astro-ph,IM
02104,astro-ph,IM
03791,stat,ME
04947,math,OC
03031,gr-qc,
09633,cs,CL
07261,gr-qc,
02833,cs,NI
01375,quant-ph,
07200,math,RT
06991,astro-ph,IM
07905,stat,ME
03042,cond-mat,mes-hall
00423,math,LO
05497,astro-ph,HE
02694,physics,atom-ph
00524,cs,CV
09438,cond-mat,stat-mech
09703,hep-ph,
06406,physics,soc-ph
03222,stat,ML
09758,cond-mat,soft
05882,cs,CC
01285,stat,ME
07178,physics,ins-det
09903,astro-ph,HE
00784,math,PR
08020,gr-qc,
08448,math,CO
01829,stat,AP
09396,math,AP
02022,physics,comp-ph
09890,math,DG
01429,math,RT
00788,astro-ph,GA
02558,cond-mat,other
00281,astro-ph,SR
08726,hep-th,
05992,cs,CG
09575,math,CO
06839,physics,atom-ph
03558,cs,LG
03002,cs,CV
06716,cs,NI
03935,astro-ph,SR
04551,math,GR
02691,cs,HC
09523,physics,app-ph
02287,cs,IT
02792,math,OC
04740,math,AP
09629,math,AG
03430,cond-mat,mtrl-sci
07141,cs,CV
01380,math,OC
06946,math,OC
05428,astro-ph,GA
01980,cs,NI
09997,q-bio,NC
04319,physics,atom-ph
09183,astro-ph,HE
06063,nucl-ex,
06508,physics,ins-det
08008,math,PR
05342,math,GT
02821,astro-ph,EP
03607,cs,IT
02051,math,NA
03020,astro-ph,GA
06502,cs,OH
06170,physics,app-ph
03301,cond-mat,mtrl-sci
00178,nucl-ex,
10318,cs,RO
00944,physics,flu-dyn
07211,cs,CV
09991,cond-mat,stat-mech
09325,hep-ph,
09490,cond-mat,quant-gas
06562,physics,comp-ph
03120,math,DS
01047,math,CO
00058,math,OC
09729,physics,flu-dyn
06626,astro-ph,HE
00237,cs,DC
05681,cs,IT
01316,cs,IR
08987,math,MG
03228,cs,CV
09881,cond-mat,soft
01227,physics,acc-ph
04958,cs,CL
08740,math-ph,
10423,physics,space-ph
08017,math,CO
07244,q-bio,NC
06444,physics,gen-ph
02195,physics,app-ph
01761,math,NA
04155,math,AP
03840,gr-qc,
01066,astro-ph,SR
08620,cs,NI
03214,math-ph,
04806,astro-ph,GA
09778,math,OC
10147,math-ph,
03759,hep-th,
06355,physics,app-ph
03304,quant-ph,
09365,astro-ph,HE
03018,cs,CE
05850,astro-ph,EP
07095,math,AP
05797,cs,SY
04777,nucl-th,
04931,astro-ph,GA
07215,cs,AI
08804,q-fin,PR
05557,cond-mat,stat-mech
06025,physics,app-ph
01328,math,CO
07637,cs,CV
10548,gr-qc,
01298,physics,app-ph
04981,eess,SP
07413,cs,DM
05508,astro-ph,SR
05735,cond-mat,soft
10162,astro-ph,GA
09078,cond-mat,mes-hall
03713,physics,chem-ph
02155,cs,SD
05268,hep-ph,
01843,cs,DC
06985,physics,app-ph
07802,math,OA
06028,q-fin,PR
07106,astro-ph,SR
00635,eess,IV
04997,math,CA
05003,math,CA
08224,cond-mat,mes-hall
09818,math,RT
10362,hep-ex,
07152,math,PR
09148,astro-ph,EP
05981,math,PR
05552,astro-ph,SR
03181,astro-ph,IM
02709,math,AG
07973,gr-qc,
06254,hep-ph,
08572,physics,comp-ph
09177,cs,IT
09001,math,LO
02584,hep-lat,
02196,hep-ph,
06092,astro-ph,SR
00736,stat,ME
08551,hep-ph,
03685,physics,comp-ph
01167,math,CV
04308,physics,gen-ph
05611,cs,OH
01586,cs,LG
08888,math,RA
09573,cs,AI
09913,physics,soc-ph
06346,cond-mat,soft
08933,math,KT
01902,astro-ph,IM
06257,physics,app-ph
10386,cs,RO
00757,math,SP
00922,math,AG
03517,hep-th,
00493,physics,flu-dyn
03878,physics,optics
01695,eess,IV
08184,stat,ME
02338,quant-ph,
03613,physics,app-ph
09190,math,NA
07434,quant-ph,
09623,math-ph,
03126,cond-mat,stat-mech
04212,stat,AP
10556,cs,DC
07514,physics,class-ph
02094,astro-ph,IM
10437,cs,AI
01187,math,DG
03097,astro-ph,GA
10438,physics,optics
09740,q-fin,EC
10307,physics,chem-ph
05586,cond-mat,mtrl-sci
00462,physics,soc-ph
00051,math,AP
05509,physics,optics
08738,astro-ph,SR
07591,quant-ph,
10219,cs,AR
03656,cs,IT
02420,cond-mat,mtrl-sci
00729,physics,plasm-ph
07330,eess,IV
05682,math,AG
10196,cond-mat,quant-gas
04789,quant-ph,
00783,cs,DB
00236,math,FA
02421,math-ph,
01377,physics,gen-ph
10381,math,ST
03107,astro-ph,SR
05193,math,AP
09395,math,AP
00619,astro-ph,HE
00316,cs,DS
02896,quant-ph,
09386,stat,ML
06709,math,FA
07823,hep-lat,
06913,math,NA
07685,astro-ph,GA
05564,cs,CY
00744,quant-ph,
03747,cond-mat,mes-hall
05793,cond-mat,mes-hall
04124,astro-ph,CO
05050,cond-mat,mtrl-sci
07858,math,AP
07449,cs,DS
07654,cs,LG
07827,cs,LG
09165,q-bio,NC
05021,math,NA
00799,hep-th,
02503,physics,atom-ph
08743,physics,app-ph
00930,nucl-ex,
01353,eess,SP
08135,gr-qc,
10550,cs,IT
10554,math,CA
09038,cond-mat,quant-gas
04269,cond-mat,mes-hall
