document_id,email_domain
document_id,email_address
07937,maastrichtuniversity.nl
10483,gmail.com
10483,yandex.ru
04984,hsu-hamburg.de
07017,aip.de
08882,mis.mpg.de
10082,yahoo.com
06279,uon.edu.au
06911,gmx.de
01933,gmail.com
01933,gmail.com
04134,kit.edu
03579,gmail.com
03579,kias.re.kr
03579,gmail.com
10116,ifisc.uib-csic.es
06660,cea.fr
03103,stsci.edu
07616,gmail.com
02501,mpi-hd.mpg.de
02501,mpi-hd.mpg.de
03750,gmail.com
08900,gmail.com
01924,cyf-kr.edu.pl
01924,gmail.com
03244,gmail.com
03244,gmail.com
03244,amazon.com
03244,amazon.com
00125,jinr.ru
06122,gmail.com
02587,mat.umk.pl
02587,doktorant.umk.pl
02587,elsevier.com
06328,beauxbatons.edu
10066,gmail.com
08666,ucolick.org
01885,gmail.com
01885,gmail.com
01885,gmail.com
01885,gmail.com
01703,gmail.com
01703,hotmail.com
04776,decorations.markings
07856,elsevier.com
10307,llnl.gov
10471,inp.nsk.su
03983,midea.com
03983,midea.com
08796,astron.nl
08796,gmail.com
02269,gmail.com
02269,gmail.com
02269,hotmail.com
03733,mail.kibb.knc.ru
03733,kibb.knc.ru
08055,mmj.pl
08055,correounivalle.edu.co
08055,ifj.edu.pl
02578,gmail.com
09039,research.att.com
07428,163.com
08767,aoni.waseda.jp
09633,gmail.com
09633,example.com
08664,163.com
08664,163.com
08664,163.com
05400,gmail.com
00873,unistra.fr
01505,mpa-garching.mpg.de
09788,siemens.com
09788,data61.csiro.au
09788,data61.csiro.au
09797,google.com
09797,google.com
00804,gmail.com
00804,usherbrooke.ca
06385,name0.6pt
06385,gmail.com
02727,iaa.es
04772,ctio.noao.edu
03580,mib.infn.it
03580,mib.infn.it
04305,gmail.com
01104,lbl.gov
01530,gmail.com
02255,lanl.gov
06702,qti.qualcomm.com
03756,oca.eu
00727,hotmail.com
10001,alzahra.ac.ir
07219,phy.hr
09739,gmx.net
05001,gmail.com
05001,psau.edu.sa
05001,gmail.com
05426,leicester.ac.uk
08955,uc.cl
08955,uc.cl
04199,autsubmit.com
06177,lanl.gov
06177,perimeterinstitute.ca
07164,mail.ru
07164,mail.ru
07164,mail.ru
00066,gmail.com
04190,qti.qualcomm.com
04190,qti.qualcomm.com
04190,autsubmit.com
04190,qti.qualcomm.com
04445,163.com
04445,mail.sdu.edu
02752,mail.cmu.edu.tw
04311,fnal.gov
10375,prl.res.in
09030,bucm.edu.cn
04372,i2r.a-star.edu.sg
04480,thesimpsons.com
00218,gmail.com
00814,pwsz-legnica.eu
00814,pwsz-legnica.eu
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
08058,intel.com
10596,ras.org.uk
10596,ras.org.uk
06776,kent.ac.uk
05465,gmail.com
01669,gmail.com
01669,126.com
01669,163.com
00853,xxx.edu
09932,lnf.infn.it
09932,lnf.infn.it
00958,laposte.net
06405,gmail.com
06405,gmail.com
06405,gmail.com
06405,physics.iitd.ac.in
04179,cern.ch
03027,gmail.com
03027,gmx.ch
07530,-0.5pc
07530,-0.5pc
07530,-1.2pc
01089,3.6GHz
01089,4.2GHZ
00757,u-bourgogne.fr
07038,isibang.ac.in
04531,gmail.com
04531,swansea.ac.uk
04257,ensta-paristech.fr
04257,ensta-paristech.fr
06142,te.net.ua
06896,autsubmit.com
07222,criteo.com
07222,criteo.com
06783,lbl.gov
06783,lbl.gov
08848,math.tifr.res.in
08848,math.tifr.res.in
06865,math.nsc.ru
06038,gmail.com
09102,gmail.com
04856,gmail.com
08684,gmail.com
08684,gmail.com
06681,gmail.com
06681,gmail.com
06681,gmail.com
06681,gmail.com
03306,beauxbatons.edu
09747,astron.nl
00014,gmail.com
00014,csic.es
00014,gmail.com
08860,mi.infn.it
04270,thesimpsons.com
04270,thesimpsons.com
04270,crc.ca
02418,issp.ac.ru
01000,autsubmit.com
02911,somewhere.com
02911,daiict.ac.in
02911,iais.fraunhofer.de
02911,tib.eu
04100,ipmu.jp
04100,ias.edu
04730,barc.gov.in
04730,gmail.com
04730,barc.gov.in
04730,barc.gov.in
07504,mat.uab.cat
00541,swu.edu.cn
06768,sandia.gov
06768,sandia.gov
09552,gmail.com
09565,126.com
03013,tse-fr.eu
07650,ynu.jp
01848,university.edu
05410,email.edu
05410,email.edu
05410,email.edu
05410,email.edu
05410,email.edu
05407,autsubmit.com
05407,gmail.com
05407,gmail.com
04262,maastrichtuniversity.nl
05896,gmail.com
07785,gmail.com
04740,gmail.com
10603,y.1
10603,y.1
10603,y.1
10603,y.1
00269,gifs.com
00269,gifs.com
05783,elsevier.com
05772,telecom-paristech.fr
07043,gmail.com
00579,zjhu.edu.cn
05302,i1.org
06623,data61.csiro.au
06623,nokia.com
00794,fnal.gov
00794,fnal.gov
00794,desy.de
08329,gmail.com
08329,seecs.edu.pk
08329,itu.edu.pk
00397,galaxy.far.far.away
00397,163.com
06500,yazd.ac.ir
06500,gmail.com
06500,gmil.com
00671,oact.inaf.it
04833,gmx.at
07323,stsci.edu
01748,physics.usyd.edu.au
01748,physics.usyd.edu.au
00105,stat.sinica.edu.tw
02494,univ-amu.fr
02962,ufs.ac.za
02457,corporation.com
02457,marysville-ohio.com
02457,affiliation.org
02457,researchlabs.org
02457,amesres.org
02457,prl.com
02457,affiliation.org
02457,consortium.net
08422,qq.com
08422,qq.com
00172,ornl.gov
00172,ornl.gov
08350,loria.fr
08350,loria.fr
00183,mdpi.com
00183,imagecode.eu
04978,foo.com
03555,gmail.com
07705,nist.gov
00193,M-0.20pc
08378,kfs.oeaw.ac.at
05881,isi.edu
05881,affiliation.org
05881,prl.com
05881,affiliation.org
05881,consortium.net
02001,oca.eu
04771,kapitza.ras.ru
09502,fnal.gov
08685,gmail.com
03897,ornl.gov
01025,bristol.co.uk
01025,marysville-ohio.com
01025,affiliation.org
01025,prl.com
01025,affiliation.org
01025,consortium.net
00453,ieee.org
04356,microsoft.com
04356,gmx.at
09621,aries.res.in
02555,pucv.cl
03916,kias.re.kr
07938,gmail.com
07938,gmail.com
00081,maths.univ.edu.au
01002,gmail.com
04679,itep.ru
04679,aob.rs
04679,vinca.rs
04679,vinca.rs
06216,lirmm.fr
05625,gmail.com
05625,gmail.com
00550,gmail.com
01764,gsi.de
01764,ru.net
07103,gmail.com
05714,gmail.com
04736,oa-roma.inaf.it
07022,lirmm.fr
10241,leicester.ac.uk
04662,gmail.com
04662,gmail.com
10325,sci.u-toyama.ac.jp
06234,linmpi.mpg.de
06221,math.university.edu
02053,ornl.gov
08789,cfel.de
06382,lab.ntt.co.jp
06382,gmail.com
09887,huawei.com
02192,126.com
10158,lbl.gov
06150,institution.edu
00106,gmail.com
00106,yazd.ac.ir
05789,gmail.com
01118,apctp.org
01118,apctp.org
05053,itp.ac.ru
03520,informs.org
02185,cern.ch
08032,gmail.com
08032,psau.edu.sa
08032,gmail.com
03558,googol.com
03558,eden.co.uk
07434,iesl.forth.gr
04634,inbox.ru
04651,ijcai-18.org
04651,email.address
04651,email.address
04651,email.address
04651,ijcai-18.org
01480,pv.infn.it
01480,in2p3.fr
01480,ca.infn.it
01480,jlab.org
02484,cea.fr
02633,icloud.com
08084,one.univ
08084,asas.edu
08084,one.univ
08084,one.univ
01080,uowmail.edu.au
00321,imj-prg.fr
08572,inria.fr
04788,126.com
08690,fe.infn.it
02287,beauxbatons.edu
00473,prl.res.in
00853,B.com
00853,example.com
00853,A.com
00853,B.com
03816,citi.sinica.edu.tw
03816,citi.sinica.edu.tw
03816,ieee.org
09103,gmail.com
05686,energia.mta.hu
05686,elsevier.com
03002,autsubmit.com
07125,std.du.ac.ir
07230,i1.org
07230,google.com
04539,fulbrightmail.org
04539,fqxi.org
01168,irap.omp.eu
02015,gmail.com
06322,hess-experiment.eu
06322,hess-experiment.eu
06977,cmi.ac.in
06977,math.tifr.res.in
07513,l2s.centralesupelec.fr
07513,l2s.centralesupelec.fr
07513,l2s.centralesupelec.fr
07513,l2s.centralesupelec.fr
08665,naver.com
08665,naver.com
08665,gmail.com
08665,gmail.com
07608,0.4
10476,ibisc.fr
03112,ufrontera.cl
03112,gmail.com
09668,lbl.gov
07373,ipmu.jp
07373,ipmu.jp
04294,skoltech.ru
03953,WorldWideWanderings.net
05259,yahoo.com
05259,gmail.com
05074,gmail.com
06988,gmail.com
08026,blind.corp
08089,edu.kunskapsgymnasiet.se
08495,gmail.com
08495,gmail.com
09311,math.hr
10126,fuw.edu.pl
10126,fuw.edu.pl
10126,gmail.com
02533,yeah.net
03241,gmail.com
08447,ukr.de
04748,elsevier.com
03893,irap.omp.eu
05271,gmail.com
05271,gmail.com
01331,newcastle.ac.uk
05197,nat.gunma-ct.ac.jp
05197,nat.gunma-ct.ac.jp
07641,fesb.hr
09122,isti.cnr.it
09122,isti.cnr.it
09122,isti.cnr.it
09122,isti.cnr.it
06585,wp.pl
04392,hri.res.in
04392,niser.ac.in
04392,hri.res.in
03267,connect.polyu.hk
03267,connect.polyu.hk
03267,connect.polyu.hk
06184,cern.ch
06184,cern.ch
06184,kbfi.ee
08915,ias.edu
08915,gmail.com
10123,google.com
10123,google.com
10123,google.com
10123,google.com
10331,appl.sci-nnov.ru
06503,ens-paris-saclay.fr
06503,ens-paris-saclay.fr
02905,naver.com
02905,gmail.com
01062,risc.jku.at
01062,volny.cz
07030,criteo.com
04306,gmail.com
04306,gmail.com
04306,gmail.com
05302,i1.org
05302,i1.org
05302,i2.org
01765,gmail.com
01765,gmail.com
01765,gmail.com
01765,gmail.com
08711,obspm.fr
00591,uniupo.it
01196,TUDelft.nl
03671,ijs.si
08062,mail.desy.de
01206,sina.com
01206,126.com
01730,mat.uab.cat
09148,galaxy.far.far.away
05729,163.com
05050,iceht.forth.gr
05022,gmail.com
10288,163.com
03691,acm.org
03691,hq.acm.org
02889,nokia-bell-labs.com
02889,nokia-bell-labs.com
02889,nokia-bell-labs.com
07790,uni-due.de
05715,163.com
08231,gmail.com
00988,gmail.com
03825,iais.fraunhofer.de
03825,iais.fraunhofer.de
03825,something.com
00543,gmail.com
09391,163.com
09391,gmail.com
09391,jbnu.ac.kr
04109,math.unistra.fr
06731,ub.edu
07562,crc.ca
07562,crc.ca
07562,crc.ca
02297,gmail.com
02297,gmail.com
04010,thesimpsons.com
04010,thesimpsons.com
04010,crc.ca
04010,crc.ca
05627,choiceholding.com
06116,gmail.com
03039,gmail.com
03039,gmail.com
05297,student.kit.edu
02681,gmail.com
02681,gmail.com
02681,sufe.edu.cn
00057,gmail.com
00082,yahoo.com
07765,gmail.com
10070,siemens.com
10557,e-mail.com
08246,hotmail.com
10542,sj9.so-net.ne.jp
10542,gmail.com
08012,imj-prg.fr
08012,kit.edu
03330,163.com
03556,mmj.pl
06234,lowell.edu
05125,aao.gov.au
09907,complexity-coventry.org
08345,gmail.com
08186,0.5
08186,0.6
08186,0.7
08186,0.8
08186,0.9
08186,0.5
08186,0.6
08186,0.7
08186,0.8
08186,0.9
08186,0.5
08186,0.6
08186,0.7
08186,0.8
08186,0.9
08186,0.5
02829,earth.sinica.edu.tw
06687,gmail.com
00296,kias.re.kr
00296,gmail.com
06063,bnl.gov
07574,iki.fi
07574,iki.fi
05488,mech.math.msu.su
05488,mech.math.msu.su
07136,astro-udec.cl
07136,obs-besancon.fr
07136,gmail.com
07136,aas.org
03337,darkmatter.ae
03337,univ-amu.fr
01204,bmc.org
03170,cern.ch
02014,beauxbatons.edu
04393,prl.res.in
04393,prl.res.in
04393,gmail.com
04393,prl.res.in
04393,gmail.com
04393,prl.res.in
04393,physics.iitd.ac.in
07548,nao.cas.cn
07548,nao.cas.cn
07548,nao.cas.cn
07548,nao.cas.cn
05632,pvv.org
05632,lysgaard.no
05632,sintef.no
03569,pppl.gov
07783,name.base
07783,name.east
07783,name.base
07783,name.west
07783,name.base
07783,name.east
07783,name.base
07783,name.west
07783,name.center
07783,name.0
07783,name.center
07783,name.center
07783,name.120
07783,name.center
07783,name.center
07783,name.240
07783,name.center
07431,gao.spb.ru
04543,pwr.edu.pl
04543,pwr.edu.pl
04543,pwr.edu.pl
04543,pwr.edu.pl
02324,mails.ucas.edu.cn
05982,ibs.re.kr
05982,aoni.waseda.jp
09893,gmail.com
07248,inbox.ru
05330,kocaeli.edu.tr
02068,gmail.com
00994,hri.res.in
00994,hri.res.in
00994,hri.res.in
00994,hri.res.in
07284,desy.de
07284,lbl.gov
04940,ge.infn.it
04940,kias.re.kr
08487,pd.infn.it
09596,scai.fraunhofer.de
09596,scai.fraunhofer.de
09596,llnl.gov
09596,scai.fraunhofer.de
09596,scai.fraunhofer.de
07195,yahoo.com
00207,u-pec.fr
05475,research.jdvu.ac.in
03762,obspm.fr
05801,renyi.mta.hu
05801,renyi.mta.hu
05801,renyi.mta.hu
05801,renyi.mta.hu
02656,mpe.mpg.de
01576,ig.cas.cz
00304,gmail.com
03776,126.com
03776,hotmail.com
05101,gmail.com
07907,126.com
01149,gmail.com
01149,uvt.nl
00382,mail2.nccu.tw
03992,uOttawa.ca
08673,ipap.jp
04970,gmail.com
09982,gmail.com
09982,gmail.com
07909,csnsm.in2p3.fr
00178,cern.ch
02911,iospress.nl
02911,somewhere.com
02911,somewhere.com
02911,iospress.nl
02911,iospress.nl
02369,ibs.re.kr
02369,ibs.re.kr
02369,mpim-bonn.mpg.de
07278,bcamath.org
00883,naoj.org
02954,ufs.ac.za
08975,ras.org.uk
08975,ras.org.uk
04103,gmail.com
08393,gmail.com
08023,iap.fr
08023,csnsm.in2p3.fr
08023,iap.fr
08023,iap.fr
05192,cern.ch
05192,kabelbw.de
08565,gmail.com
10602,yahoo.com
09662,desy.de
09662,desy.de
09662,desy.de
02008,163.com
02008,gmail.com
09419,math.cnrs.fr
09071,163.com
07542,esrf.eu
05139,ipmu.jp
05376,urfu.ru
09839,iasfbo.inaf.it
06129,jinr.ru
06129,yahoo.com
06129,jinr.ru
06129,jinr.ru
09269,rist.ro
09269,carloalberto.org
01172,gmail.com
01172,ei.fukui-nct.ac.jp
01172,gmail.com
06467,to.infn.it
01296,gmail.com
07921,iittp.ac.in
07921,gmail.com
07921,oeaw.ac.at
09617,volkswagen.de
10487,iiasa.ac.at
10487,outlook.com
10487,meduniwien.ac.at
09457,ensi-uma.tn
09457,yahoo.fr
06661,iaa.es
06661,iaa.es
06661,iaa.es
06661,iaa.es
06661,iaa.es
06661,iaa.es
06661,iaa.es
05372,ie.ibm.com
05372,ibm.com
05372,ie.ibm.com
05372,ie.ibm.com
05372,ie.ibm.com
01432,ttic.edu
00396,mdpi.com
00396,csic.es
00396,csic.es
04493,phare.normalesup.org
09280,pd.infn.it
07672,uni-essen.de
07672,yahoo.com
05606,i1.org
05606,i1.org
05606,i2.org
06154,nienkevandermarel.com
06345,thesimpsons.com
06345,thesimpsons.com
08384,amsmath.sty
08384,uqconnect.edu.au
09139,gmail.com
08468,ieee.org
08468,nih.gov
08468,cc.nih.gov
09643,wspc.com.sg
09643,wspc.com.sg
09643,fnal.gov
09643,gmail.com
03110,to.infn.it
03110,to.infn.it
03110,desy.de
03110,desy.de
00109,gmail.com
04723,gmail.com
09308,mu.edu.eg
09308,mu.edu.eg
09308,yahoo.com
06218,hippke.org
09105,gmail.com
02050,yandex.ru
02050,gmail.com
00653,yandex.ru
00653,gmail.com
07124,esss.se
10386,skoltech.ru
10326,gmail.com
01308,umontpellier.fr
07799,elsevier.com
08825,gesis.org
08825,gesis.org
07500,ptb.de
02854,nvidia.com
02854,nvidia.com
02854,tuebingen.mpg.de
02854,thesimpsons.com
02854,thesimpsons.com
10480,jlab.org
02687,affiliation.org
02687,researchlabs.org
08248,fhcrc.org
07554,gmail.com
05762,imj-prg.fr
05704,gmail.com
05704,igcar.gov.in
06465,ornl.gov
01374,ifpan.edu.pl
01374,ifpan.edu.pl
10470,ptb.de
01098,damtp.cm.ac.uk
06396,telecom-paristech.fr
06396,uadb.edu.sn
06396,senellart.com
05584,gmail.com
00345,lirmm.fr
00345,lirmm.fr
00345,cril.fr
07224,quark.phy.bnl.gov
01487,cern.ch
06601,arm.com
06601,arm.com
06601,arm.com
00136,cpfs.mpg.de
06679,ieee.org
06679,singaporepower.com.sg
06679,i2r.a
05391,gmail.com
00551,math.osu
01430,research.iiit.ac.in
01430,iiit.ac.in
09819,googol.com
09819,eden.co.uk
03602,gmail.com
06640,yxnu.net
06640,163.com
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.print
06943,w.decorate
06943,w.print
06943,w.print
04204,oma.be
09208,swu.edu.cn
10038,mpifr-bonn.mpg.de
06578,nao.ac.jp
00337,gmail.com
07236,na.infn.it
07236,na.infn.it
07236,lnf.infn.it
10587,igpm.rtwh-aachen.de
10146,lam.fr
10146,lam.fr
08810,kbfi.ee
03346,ieee.org
06484,utrc.ucc.com
06484,utrc.ucc.com
06516,nasa.gov
10293,ebay.com
09774,etri.re.kr
06594,gmail.com
05374,lbl.gov
05374,gmail.com
05374,lbl.gov
05374,ornl.gov
05374,diamond.ac.uk
05374,fz-juelich.de
06656,asc.rssi.ru
06656,yahoo.com
06656,yandex.ru
02726,gmail.com
02726,gmail.com
09251,i2r.a-star.edu.sg
03724,iucaa.in
03557,gmail.com
02906,savba.sk
00068,gmail.com
03681,gmail.com
04534,lapp.in2p3.fr
04534,inpe.br
08924,gmail.com
08924,gmail.com
08924,gmail.com
04859,gmail.com
06541,microsoft.com
06541,microsoft.com
03091,gmail.com
02896,gmail.com
01711,physics.usyd.edu.au
01711,physics.usyd.edu.au
01701,gmail.com
09432,gmail.com
07481,gmail.com
07481,gmail.com
08431,ill.fr
08029,gmaill.com
08357,iap.fr
05359,iasf-milano.inaf.it
02247,ath.bielsko.pl
10060,brera.inaf.it
03352,iac.es
06015,tmu.ac.jp
08398,cern.ch
01294,iitis.pl
01294,iitis.pl
04178,newcastle.ac.uk
04178,newcastle.ac.uk
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,gmail.com
04178,verizon.net
04178,verizon.net
04178,mpim-bonn.mpg.de
04178,mpim-bonn.mpg.de
03403,gmail.com
00480,braude.ac.il
03358,iosb.fraunhofer.de
09350,163.com
05763,icfo.eu
05763,icfo.eu
00524,inria.fr
00524,inria.fr
00524,fbk.eu
10487,name.base
10487,name.east
10487,name.base
10487,name.west
06939,eso.org
08928,thesimpsons.com
08928,us.ibm.com
08928,gmail.com
08928,us.ibm.com
04352,nileuniversity.edu.eg
04352,ieee.org
04406,tue.mpg.de
03549,C-5.25pc
03549,C-1.25pc
03549,-1.25pc
03549,-1.25pc
03890,haw-hamburg.de
02910,gmail.com
02849,gssi.it
00166,fhi-berlin.mpg.de
02109,hewett.nz
04304,irphe....
10398,galaxy.far.far.away
03984,gmail.com
01216,niser.ac.in
01216,niser.ac.in
09685,mpe.mpg.de
09685,lam.fr
01261,nasa.gov
01261,nasa.gov
01261,nasa.gov
01261,nasa.gov
01564,inbox.ru
07277,desy.de
07277,desy.de
07118,maths.lth.se
07808,daltonstate.edu
04892,asc.rssi.ru
04892,gmail.com
01036,aip.de
00097,univ-fcomte.fr
10233,sandia.gov
10233,sandia.gov
10233,cea.fr
10233,sandia.gov
09927,gmail.com
09927,bjtu.edu.cn
09927,gmail.com
05392,amolf.nl
07499,dlr.de
09920,itep.ru
10603,filename.table
10603,filename.table
10603,temp.code.tex
10603,temp.code.tex
10603,temp.code.tex
10603,temp.code.tex
04595,ehu.eus
09925,gmail.com
10550,shanghaitech.edu.cn
07694,institution.edu
04820,yandex.ru
07020,gmail.com
07020,gmail.com
09704,mailaps.org
09704,bnl.gov
03940,aas.org
06431,gmail.com
06431,iisermohali.ac.in
06431,gmail.com
10593,iki.fi
05027,gmail.com
05027,iacs.res.in
06784,institution.edu
03680,lml.org.uk
03680,lml.org.uk
02859,tin.it
02859,eso.org
05768,beauxbatons.edu
05500,aau.at
07671,gao.spb.ru
03880,gmail.com
10043,outlook.com
05853,citi.sinica.edu.tw
05853,microsoft.com
04465,csic.es
04465,uas.edu.mx
00295,landau.ac.ru
02263,prl.com
02263,affiliation.org
02263,consortium.net
07536,dlr.de
07536,dlr.de
07536,dlr.de
07536,dlr.de
03193,gmail.com
01193,institution.edu
02500,gmail.com
02500,gmail.com
02500,na.infn.it
06800,hotmail.co.jp
04742,lirmm.fr
04742,gmail.com
05866,ufpi.edu.br
03924,i1.org
03924,i2.org
08914,llnl.gov
08914,llnl.gov
08914,llnl.gov
08914,llnl.gov
08914,llnl.gov
06400,innopolis.ru
06400,innopolis.ru
06400,innopolis.ru
06400,innopolis.ru
06400,innopolis.ru
06400,innopolis.ru
03777,bcamath.org
03777,bcamath.org
06169,gmail.com
08119,gmail.com
08119,gmail.com
05460,kias.re.kr
05460,kias.re.kr
05460,kias.re.kr
02736,llnl.gov
02736,inflammatix.com
02736,kp.org
02736,kp.org
02736,llnl.gov
03557,gmail.com
00228,galaxy.far.far.away
00228,aas.org
04470,corporation.com
04470,marysville-ohio.com
04470,affiliation.org
04470,researchlabs.org
04470,amesres.org
04470,prl.com
04470,affiliation.org
04470,consortium.net
03033,MPA-Garching.MPG.DE
03033,gmail.com
04688,example.com
08568,pcschneider.eu
00587,phys.sinica.edu.tw
00587,phys.sinica.edu.tw
00587,phys.sinica.edu.tw
01833,gmail.com
00534,hnu.edu.cn
09463,institution.edu
05994,gmail.com
03753,gmail.com
08342,yahoo.com
08342,gmail.com
10414,bnl.gov
10414,gmail.com
05019,kipt.kharkov.ua
05019,kipt.kharkov.ua
09218,uniroma2.it
06483,iar-conicet.gov.ar
03798,gmail.com
09183,gmail.com
06838,gmail.cl
09628,gmail.com
06085,desy.de
06085,nikhef.nl
06085,nikhef.nl
05456,psi.edu
00606,cea.fr
08183,theor.jinr.ru
08183,itep.ru
08183,itep.ru
08183,yahoo.fr
01819,163.com
03970,uc.cl
06203,npb.dk
05953,oist.jp
06456,jlab.org
08372,gmail.com
05128,gmail.com
05128,iisermohali.ac.in
08152,gmail.com
07685,gmail.com
10531,one.edu.cn
10531,asas.edu
10531,one.univ
10531,one.univ
10531,asas.edu
10531,one.univ
10531,one.univ
03203,hotmail.com
08470,lbl.gov
02567,bsc.es
05114,gmail.com
05114,gmail.com
05114,gmail.com
01177,cea.fr
01366,163.com
06645,umcs.pl
00625,autsubmit.com
03217,mi.ras.ru
10181,aau.at
10181,uni-due.de
05765,roma2.infn.it
05765,roma2.infn.it
05765,gssi.it
06384,nik.uni-obuda.hu
01061,amazon.com
01061,amazon.co.uk
06167,cern.ch
07930,gmail.com
06390,ihep.ru
06491,bnl.gov
05455,gu.ac.ir
00911,gmail.com
05961,jcbose.ac.in
05961,saha.ac.in
05961,gmail.com
05961,jcbose.ac.in
09921,gmail.com
09100,gmail.com
04168,gssi.it
04168,roma1.infn.it
06524,name.base
06524,name.east
06524,name.base
06524,name.west
06524,name.base
06524,name.east
06524,name.base
06524,name.west
02379,gmail.com
02379,gmail.com
09666,icmat.es
09666,cmi.ac.in
08173,roma1.infn.it
08173,irb.hr
10445,waseda.jp
09114,funai.edu.ng
01401,gmail.com
07591,126.com
09477,inria.fr
09477,inria.fr
01817,gmail.com
03476,cern.ch
03610,autsubmit.com
01212,mun.ca
05671,iit.it
05671,iit.it
05671,iit.it
10479,163.com
02593,mpl.mpg.de
02593,hotmail.com
03388,web.de
08836,mstiller.org
02580,gmail.com
03655,qti.qualcomm.com
10278,lanl.gov
01223,gmail.com
01223,lanl.gov
00264,oeaw.ac.at
06492,gmail.com
06492,gmail.com
00283,schufa.de
00283,schufa.de
00283,schufa.de
07042,neel.cnrs.fr
05422,esa.int
05422,esa.int
05422,hipparch.uheaven.space
05422,hipparch.uheaven.space
05890,irphe.univ-mrs.fr
06395,mpi-hd.mpg.de
06031,gmail.com
05630,ams.org
08573,jd.com
01853,gmail.com
09768,institutoptique.fr
05510,avemaria.edu
05510,gmail.com
07690,hhu.de
00063,iap.fr
00063,cbpf.br
05585,tilburguniversity.edu
10002,lnf.infn.it
08264,asiaa.sinica.edu.tw
01955,psi.ch
00701,iph.krasn.ru
04241,ece.utoronto.edu
04241,thesimpsons.com
00658,meteo.be
10603,keyval.sty
10603,keyval.sty
01696,free.fr
02542,fz-juelich.de
02542,fz-juelich.de
00354,diu.edu.bd
00354,thesimpsons.com
04757,es.aau.dk
00145,126.com
00145,126.com
00145,nii.ac.jp
00145,thesimpsons.com
09365,mdpi.com
09365,mdpi.com
09365,mdpi.com
00949,iopb.res.in
00949,iopb.res.in
08910,ucdenver.edu
06971,163.com
04025,nao.ac.jp
06858,mpp.mpg.de
01788,gmail.com
01152,psi.edu
04309,umassmed.edu
04309,umassmed.edu
08978,gmail.com
08960,fing.edu.uy
06795,gmail.com
04182,yahoo.com
04822,itp.ac.ru
04950,kasi.re.kr
04950,kasi.re.kr
04950,kasi.re.kr
04950,kasi.re.kr
05263,ufpi.edu.br
01605,gmail.com
00937,gmail.com
00560,ucar.edu
00560,ucar.edu
00436,csnsm.in2p3.fr
10577,wias-berlin.de
10586,cfel.de
08768,kapitza.ras.ru
05482,shu.bg
09058,gmail.com
09058,gmail.com
09058,yahoo.com
09058,yahoo.com
05334,lacim.ca
00407,bonabu.ac.ir
00407,bonabu.ac.ir
00407,azaruniv.edu
08794,sgcib.com
07133,inrne.bas.bg
07133,inrne.bas.bg
03571,ornl.gov
03571,ornl.gov
06991,lbl.gov
07183,ieee.org
07183,yahoo.com
07183,ieee.org
09041,i2.org
04170,ghoort.com
04170,ghoort.com
00004,stsci.edu
03373,list.lu
00308,hotmail.com
00308,gmail.com
10493,aims-senegal.org
10493,aims-senegal.org
01921,carto.com
01122,gmail.com
00929,iisermohali.ac.in
01561,gmail.com
06008,math.cnrs.fr
06711,gmail.com
05707,swu.edu.cn
04447,xynu.edu.cn
05351,sina.com
05351,sina.com
05351,263.net
05351,ieee.org
05351,sina.com
07676,fnal.gov
00131,aliyun.com
00131,163.com
08579,gmail.com
01594,gmail.com
06781,fjut.edu.cn
07503,desy.de
10159,cern.ch
02875,lab.ntt.co.jp
02875,lab.ntt.co.jp
05634,uq.net.au
07402,ee.sharif.edu
07402,alum.sharif.edu
07402,sharif.edu
07402,gmail.com
07402,ee.sharif.edu
07402,sharif.edu
07402,gmail.com
04883,google.com
07112,roma2.infn.it
04944,gmail.com
02331,utrc.ucc.com
02331,utrc.ucc.com
09484,fzi.de
09484,kit.edu
09484,fzi.de
09484,kit.edu
10503,gmail.com
06046,plos.org
06046,plos.org
06046,fz-juelich.de
08187,gmail.com
04762,elsevier.com
09086,i1.org
08425,gmail.com
08425,gmail.com
08808,research.iiit.ac.in
08808,iiit.ac.in
08808,iiit.ac.in
00557,bjtu.edu.cn
03448,email.example
03448,gmail.com
01373,gmail.com
03950,gmail.com
10140,rfrn.org
07682,cern.ch
07682,pg.infn.it
06166,gmail.com
06457,udg.edu
06457,udg.edu
06457,udg.edu
06457,udg.edu
06457,udg.edu
06457,udg.edu
00825,caida.org
00825,caida.org
05227,gmail.com
08564,gmail.com
00737,renyi.hu
04989,gmail.com
04533,ymail.com
08582,nasa.gov
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
08404,hzdr.de
